,PlayerLine,line_index
687,"Good pilgrim, you do wrong your hand too much,",688
688,"Which mannerly devotion shows in this,",689
689,"For saints have hands that pilgrims' hands do touch,",690
690,And palm to palm is holy palmers' kiss.,691
691,"Have not saints lips, and holy palmers too?",692
692,"Ay, pilgrim, lips that they must use in prayer.",693
693,"O, then, dear saint, let lips do what hands do,",694
694,"They pray, grant thou, lest faith turn to despair.",695
695,"Saints do not move, though grant for prayers' sake.",696
696,"Then move not, while my prayer's effect I take.",697
697,"Thus from my lips, by yours, my sin is purged.",698
698,Then have my lips the sin that they have took.,699
699,Sin from thy lips? O trespass sweetly urged!,700
700,Give me my sin again.,701
701,You kiss by the book.,702
702,"Madam, your mother craves a word with you.",703
703,What is her mother?,704
704,"Marry, bachelor,",705
705,"Her mother is the lady of the house,",706
706,"And a good lady, and a wise and virtuous",707
707,"I nursed her daughter, that you talk'd withal,",708
708,"I tell you, he that can lay hold of her",709
709,Shall have the chinks.,710
710,Is she a Capulet?,711
711,O dear account! my life is my foe's debt.,712
712,"Away, begone, the sport is at the best.",713
713,"Ay, so I fear, the more is my unrest.",714
714,"Nay, gentlemen, prepare not to be gone,",715
715,We have a trifling foolish banquet towards.,716
716,"Is it e'en so? why, then, I thank you all",717
717,"I thank you, honest gentlemen, good night.",718
718,"More torches here! Come on then, let's to bed.",719
719,"Ah, sirrah, by my fay, it waxes late:",720
720,I'll to my rest.,721
721,"Come hither, nurse. What is yond gentleman?",722
722,The son and heir of old Tiberio.,723
723,What's he that now is going out of door?,724
724,"Marry, that, I think, be young Petrucio.",725
725,"What's he that follows there, that would not dance?",726
726,I know not.,727
727,Go ask his name: if he be married.,728
728,My grave is like to be my wedding bed.,729
729,"His name is Romeo, and a Montague,",730
730,The only son of your great enemy.,731
731,My only love sprung from my only hate!,732
732,"Too early seen unknown, and known too late!",733
733,"Prodigious birth of love it is to me,",734
734,That I must love a loathed enemy.,735
735,What's this? what's this?,736
736,A rhyme I learn'd even now,737
737,Of one I danced withal.,738
738,"Anon, anon!",739
739,"Come, let's away, the strangers all are gone.",740
740,"Now old desire doth in his death-bed lie,",741
741,"And young affection gapes to be his heir,",742
742,"That fair for which love groan'd for and would die,",743
743,"With tender Juliet match'd, is now not fair.",744
744,"Now Romeo is beloved and loves again,",745
745,"Alike betwitched by the charm of looks,",746
746,"But to his foe supposed he must complain,",747
747,And she steal love's sweet bait from fearful hooks:,748
748,"Being held a foe, he may not have access",749
749,"To breathe such vows as lovers use to swear,",750
750,"And she as much in love, her means much less",751
751,To meet her new-beloved any where:,752
752,"But passion lends them power, time means, to meet",753
753,Tempering extremities with extreme sweet.,754
754,Can I go forward when my heart is here?,755
755,"Turn back, dull earth, and find thy centre out.",756
756,Romeo! my cousin Romeo!,757
757,"He is wise,",758
758,"And, on my lie, hath stol'n him home to bed.",759
759,"He ran this way, and leap'd this orchard wall:",760
760,"Call, good Mercutio.",761
761,"Nay, I'll conjure too.",762
762,Romeo! humours! madman! passion! lover!,763
763,Appear thou in the likeness of a sigh:,764
764,"Speak but one rhyme, and I am satisfied,",765
765,"Cry but 'Ay me!' pronounce but 'love' and 'dove,'",766
766,"Speak to my gossip Venus one fair word,",767
767,"One nick-name for her purblind son and heir,",768
768,"Young Adam Cupid, he that shot so trim,",769
769,When King Cophetua loved the beggar-maid!,770
770,"He heareth not, he stirreth not, he moveth not,",771
771,"The ape is dead, and I must conjure him.",772
772,"I conjure thee by Rosaline's bright eyes,",773
773,"By her high forehead and her scarlet lip,",774
774,"By her fine foot, straight leg and quivering thigh",775
775,"And the demesnes that there adjacent lie,",776
776,That in thy likeness thou appear to us!,777
777,"And if he hear thee, thou wilt anger him.",778
778,This cannot anger him: 'twould anger him,779
779,To raise a spirit in his mistress' circle,780
780,"Of some strange nature, letting it there stand",781
781,"Till she had laid it and conjured it down,",782
782,That were some spite: my invocation,783
783,"Is fair and honest, and in his mistres s' name",784
784,I conjure only but to raise up him.,785
785,"Come, he hath hid himself among these trees,",786
786,To be consorted with the humorous night:,787
787,Blind is his love and best befits the dark.,788
788,"If love be blind, love cannot hit the mark.",789
789,"Now will he sit under a medlar tree,",790
790,And wish his mistress were that kind of fruit,791
791,"As maids call medlars, when they laugh alone.",792
792,"Romeo, that she were, O, that she were",793
793,"An open et caetera, thou a poperin pear!",794
794,"Romeo, good night: I'll to my truckle-bed,",795
795,This field-bed is too cold for me to sleep:,796
796,"Come, shall we go?",797
797,"Go, then, for 'tis in vain",798
798,To seek him here that means not to be found.,799
799,He jests at scars that never felt a wound.,800
800,"But, soft! what light through yonder window breaks?",801
801,"It is the east, and Juliet is the sun.",802
802,"Arise, fair sun, and kill the envious moon,",803
803,"Who is already sick and pale with grief,",804
804,That thou her maid art far more fair than she:,805
805,"Be not her maid, since she is envious,",806
806,Her vestal livery is but sick and green,807
807,"And none but fools do wear it, cast it off.",808
808,"It is my lady, O, it is my love!",809
809,"O, that she knew she were!",810
810,She speaks yet she says nothing: what of that?,811
811,"Her eye discourses, I will answer it.",812
812,"I am too bold, 'tis not to me she speaks:",813
813,"Two of the fairest stars in all the heaven,",814
814,"Having some business, do entreat her eyes",815
815,To twinkle in their spheres till they return.,816
816,"What if her eyes were there, they in her head?",817
817,"The brightness of her cheek would shame those stars,",818
818,"As daylight doth a lamp, her eyes in heaven",819
819,Would through the airy region stream so bright,820
820,That birds would sing and think it were not night.,821
821,"See, how she leans her cheek upon her hand!",822
822,"O, that I were a glove upon that hand,",823
823,That I might touch that cheek!,824
824,Ay me!,825
825,She speaks:,826
826,"O, speak again, bright angel! for thou art",827
827,"As glorious to this night, being o'er my head",828
828,As is a winged messenger of heaven,829
829,Unto the white-upturned wondering eyes,830
830,Of mortals that fall back to gaze on him,831
831,When he bestrides the lazy-pacing clouds,832
832,And sails upon the bosom of the air.,833
833,"O Romeo, Romeo! wherefore art thou Romeo?",834
834,"Deny thy father and refuse thy name,",835
835,"Or, if thou wilt not, be but sworn my love,",836
836,And I'll no longer be a Capulet.,837
837,"[Aside]  Shall I hear more, or shall I speak at this?",838
838,"'Tis but thy name that is my enemy,",839
839,"Thou art thyself, though not a Montague.",840
840,"What's Montague? it is nor hand, nor foot,",841
841,"Nor arm, nor face, nor any other part",842
842,"Belonging to a man. O, be some other name!",843
843,What's in a name? that which we call a rose,844
844,"By any other name would smell as sweet,",845
845,"So Romeo would, were he not Romeo call'd,",846
846,Retain that dear perfection which he owes,847
847,"Without that title. Romeo, doff thy name,",848
848,And for that name which is no part of thee,849
849,Take all myself.,850
850,I take thee at thy word:,851
851,"Call me but love, and I'll be new baptized,",852
852,Henceforth I never will be Romeo.,853
853,What man art thou that thus bescreen'd in night,854
854,So stumblest on my counsel?,855
855,By a name,856
856,I know not how to tell thee who I am:,857
857,"My name, dear saint, is hateful to myself,",858
858,"Because it is an enemy to thee,",859
859,"Had I it written, I would tear the word.",860
860,My ears have not yet drunk a hundred words,861
861,"Of that tongue's utterance, yet I know the sound:",862
862,Art thou not Romeo and a Montague?,863
863,"Neither, fair saint, if either thee dislike.",864
864,"How camest thou hither, tell me, and wherefore?",865
865,"The orchard walls are high and hard to climb,",866
866,"And the place death, considering who thou art,",867
867,If any of my kinsmen find thee here.,868
868,"With love's light wings did I o'er-perch these walls,",869
869,"For stony limits cannot hold love out,",870
870,"And what love can do that dares love attempt,",871
871,Therefore thy kinsmen are no let to me.,872
872,"If they do see thee, they will murder thee.",873
873,"Alack, there lies more peril in thine eye",874
874,"Than twenty of their swords: look thou but sweet,",875
875,And I am proof against their enmity.,876
876,I would not for the world they saw thee here.,877
877,"I have night's cloak to hide me from their sight,",878
878,"And but thou love me, let them find me here:",879
879,"My life were better ended by their hate,",880
880,"Than death prorogued, wanting of thy love.",881
881,By whose direction found'st thou out this place?,882
882,"By love, who first did prompt me to inquire,",883
883,He lent me counsel and I lent him eyes.,884
884,"I am no pilot, yet, wert thou as far",885
885,"As that vast shore wash'd with the farthest sea,",886
886,I would adventure for such merchandise.,887
887,"Thou know'st the mask of night is on my face,",888
888,Else would a maiden blush bepaint my cheek,889
889,For that which thou hast heard me speak to-night,890
890,"Fain would I dwell on form, fain, fain deny",891
891,What I have spoke: but farewell compliment!,892
892,"Dost thou love me? I know thou wilt say 'Ay,'",893
893,"And I will take thy word: yet if thou swear'st,",894
894,"Thou mayst prove false, at lovers' perjuries",895
895,"Then say, Jove laughs. O gentle Romeo,",896
896,"If thou dost love, pronounce it faithfully:",897
897,"Or if thou think'st I am too quickly won,",898
898,"I'll frown and be perverse an say thee nay,",899
899,"So thou wilt woo, but else, not for the world.",900
900,"In truth, fair Montague, I am too fond,",901
901,And therefore thou mayst think my 'havior light:,902
902,"But trust me, gentleman, I'll prove more true",903
903,Than those that have more cunning to be strange.,904
904,"I should have been more strange, I must confess,",905
905,"But that thou overheard'st, ere I was ware,",906
906,"My true love's passion: therefore pardon me,",907
907,"And not impute this yielding to light love,",908
908,Which the dark night hath so discovered.,909
909,"Lady, by yonder blessed moon I swear",910
910,That tips with silver all these fruit-tree tops--,911
911,"O, swear not by the moon, the inconstant moon,",912
912,"That monthly changes in her circled orb,",913
913,Lest that thy love prove likewise variable.,914
914,What shall I swear by?,915
915,"Do not swear at all,",916
916,"Or, if thou wilt, swear by thy gracious self,",917
917,"Which is the god of my idolatry,",918
918,And I'll believe thee.,919
919,If my heart's dear love--,920
920,"Well, do not swear: although I joy in thee,",921
921,I have no joy of this contract to-night:,922
922,"It is too rash, too unadvised, too sudden,",923
923,"Too like the lightning, which doth cease to be",924
924,"Ere one can say 'It lightens.' Sweet, good night!",925
925,"This bud of love, by summer's ripening breath,",926
926,May prove a beauteous flower when next we meet.,927
927,"Good night, good night! as sweet repose and rest",928
928,Come to thy heart as that within my breast!,929
929,"O, wilt thou leave me so unsatisfied?",930
930,What satisfaction canst thou have to-night?,931
931,The exchange of thy love's faithful vow for mine.,932
932,I gave thee mine before thou didst request it:,933
933,And yet I would it were to give again.,934
934,"Wouldst thou withdraw it? for what purpose, love?",935
935,"But to be frank, and give it thee again.",936
936,And yet I wish but for the thing I have:,937
937,"My bounty is as boundless as the sea,",938
938,"My love as deep, the more I give to thee,",939
939,"The more I have, for both are infinite.",940
940,"I hear some noise within, dear love, adieu!",941
941,"Anon, good nurse! Sweet Montague, be true.",942
942,"Stay but a little, I will come again.",943
943,"O blessed, blessed night! I am afeard.",944
944,"Being in night, all this is but a dream,",945
945,Too flattering-sweet to be substantial.,946
946,"Three words, dear Romeo, and good night indeed.",947
947,"If that thy bent of love be honourable,",948
948,"Thy purpose marriage, send me word to-morrow,",949
949,"By one that I'll procure to come to thee,",950
950,"Where and what time thou wilt perform the rite,",951
951,And all my fortunes at thy foot I'll lay,952
952,And follow thee my lord throughout the world.,953
953,[Within]  Madam!,954
954,"I come, anon.--But if thou mean'st not well,",955
955,I do beseech thee--,956
956,[Within]  Madam!,957
957,"By and by, I come:--",958
958,"To cease thy suit, and leave me to my grief:",959
959,To-morrow will I send.,960
960,So thrive my soul--,961
961,A thousand times good night!,962
962,"A thousand times the worse, to want thy light.",963
963,"Love goes toward love, as schoolboys from",964
964,"their books,",965
965,"But love from love, toward school with heavy looks.",966
966,"Hist! Romeo, hist! O, for a falconer's voice,",967
967,To lure this tassel-gentle back again!,968
968,"Bondage is hoarse, and may not speak aloud,",969
969,"Else would I tear the cave where Echo lies,",970
970,"And make her airy tongue more hoarse than mine,",971
971,With repetition of my Romeo's name.,972
972,It is my soul that calls upon my name:,973
973,"How silver-sweet sound lovers' tongues by night,",974
974,Like softest music to attending ears!,975
975,Romeo!,976
976,My dear?,977
977,At what o'clock to-morrow,978
978,Shall I send to thee?,979
979,At the hour of nine.,980
980,I will not fail: 'tis twenty years till then.,981
981,I have forgot why I did call thee back.,982
982,Let me stand here till thou remember it.,983
983,"I shall forget, to have thee still stand there,",984
984,Remembering how I love thy company.,985
985,"And I'll still stay, to have thee still forget,",986
986,Forgetting any other home but this.,987
987,"'Tis almost morning, I would have thee gone:",988
988,"And yet no further than a wanton's bird,",989
989,"Who lets it hop a little from her hand,",990
990,"Like a poor prisoner in his twisted gyves,",991
991,"And with a silk thread plucks it back again,",992
992,So loving-jealous of his liberty.,993
993,I would I were thy bird.,994
994,"Sweet, so would I:",995
995,Yet I should kill thee with much cherishing.,996
996,"Good night, good night! parting is such",997
997,"sweet sorrow,",998
998,That I shall say good night till it be morrow.,999
999,"Sleep dwell upon thine eyes, peace in thy breast!",1000
1000,"Would I were sleep and peace, so sweet to rest!",1001
1001,"Hence will I to my ghostly father's cell,",1002
1002,"His help to crave, and my dear hap to tell.",1003
1003,"The grey-eyed morn smiles on the frowning night,",1004
1004,"Chequering the eastern clouds with streaks of light,",1005
1005,And flecked darkness like a drunkard reels,1006
1006,From forth day's path and Titan's fiery wheels:,1007
1007,"Now, ere the sun advance his burning eye,",1008
1008,"The day to cheer and night's dank dew to dry,",1009
1009,I must up-fill this osier cage of ours,1010
1010,With baleful weeds and precious-juiced flowers.,1011
1011,"The earth that's nature's mother is her tomb,",1012
1012,"What is her burying grave that is her womb,",1013
1013,And from her womb children of divers kind,1014
1014,"We sucking on her natural bosom find,",1015
1015,"Many for many virtues excellent,",1016
1016,None but for some and yet all different.,1017
1017,"O, mickle is the powerful grace that lies",1018
1018,"In herbs, plants, stones, and their true qualities:",1019
1019,For nought so vile that on the earth doth live,1020
1020,"But to the earth some special good doth give,",1021
1021,Nor aught so good but strain'd from that fair use,1022
1022,"Revolts from true birth, stumbling on abuse:",1023
1023,"Virtue itself turns vice, being misapplied,",1024
1024,And vice sometimes by action dignified.,1025
1025,Within the infant rind of this small flower,1026
1026,Poison hath residence and medicine power:,1027
1027,"For this, being smelt, with that part cheers each part,",1028
1028,"Being tasted, slays all senses with the heart.",1029
1029,Two such opposed kings encamp them still,1030
1030,"In man as well as herbs, grace and rude will,",1031
1031,"And where the worser is predominant,",1032
1032,Full soon the canker death eats up that plant.,1033
1033,"Good morrow, father.",1034
1034,Benedicite!,1035
1035,What early tongue so sweet saluteth me?,1036
1036,"Young son, it argues a distemper'd head",1037
1037,So soon to bid good morrow to thy bed:,1038
1038,"Care keeps his watch in every old man's eye,",1039
1039,"And where care lodges, sleep will never lie,",1040
1040,But where unbruised youth with unstuff'd brain,1041
1041,"Doth couch his limbs, there golden sleep doth reign:",1042
1042,Therefore thy earliness doth me assure,1043
1043,"Thou art up-roused by some distemperature,",1044
1044,"Or if not so, then here I hit it right,",1045
1045,Our Romeo hath not been in bed to-night.,1046
1046,"That last is true, the sweeter rest was mine.",1047
1047,God pardon sin! wast thou with Rosaline?,1048
1048,"With Rosaline, my ghostly father? no,",1049
1049,"I have forgot that name, and that name's woe.",1050
1050,"That's my good son: but where hast thou been, then?",1051
1051,"I'll tell thee, ere thou ask it me again.",1052
1052,"I have been feasting with mine enemy,",1053
1053,"Where on a sudden one hath wounded me,",1054
1054,That's by me wounded: both our remedies,1055
1055,Within thy help and holy physic lies:,1056
1056,"I bear no hatred, blessed man, for, lo,",1057
1057,My intercession likewise steads my foe.,1058
1058,"Be plain, good son, and homely in thy drift,",1059
1059,Riddling confession finds but riddling shrift.,1060
1060,Then plainly know my heart's dear love is set,1061
1061,On the fair daughter of rich Capulet:,1062
1062,"As mine on hers, so hers is set on mine,",1063
1063,"And all combined, save what thou must combine",1064
1064,By holy marriage: when and where and how,1065
1065,"We met, we woo'd and made exchange of vow,",1066
1066,"I'll tell thee as we pass, but this I pray,",1067
1067,That thou consent to marry us to-day.,1068
1068,"Holy Saint Francis, what a change is here!",1069
1069,"Is Rosaline, whom thou didst love so dear,",1070
1070,So soon forsaken? young men's love then lies,1071
1071,"Not truly in their hearts, but in their eyes.",1072
1072,"Jesu Maria, what a deal of brine",1073
1073,Hath wash'd thy sallow cheeks for Rosaline!,1074
1074,"How much salt water thrown away in waste,",1075
1075,"To season love, that of it doth not taste!",1076
1076,"The sun not yet thy sighs from heaven clears,",1077
1077,"Thy old groans ring yet in my ancient ears,",1078
1078,"Lo, here upon thy cheek the stain doth sit",1079
1079,Of an old tear that is not wash'd off yet:,1080
1080,"If e'er thou wast thyself and these woes thine,",1081
1081,Thou and these woes were all for Rosaline:,1082
1082,"And art thou changed? pronounce this sentence then,",1083
1083,"Women may fall, when there's no strength in men.",1084
1084,Thou chid'st me oft for loving Rosaline.,1085
1085,"For doting, not for loving, pupil mine.",1086
1086,And bad'st me bury love.,1087
1087,"Not in a grave,",1088
1088,"To lay one in, another out to have.",1089
1089,"I pray thee, chide not, she whom I love now",1090
1090,"Doth grace for grace and love for love allow,",1091
1091,The other did not so.,1092
1092,"O, she knew well",1093
1093,Thy love did read by rote and could not spell.,1094
1094,"But come, young waverer, come, go with me,",1095
1095,"In one respect I'll thy assistant be,",1096
1096,"For this alliance may so happy prove,",1097
1097,To turn your households' rancour to pure love.,1098
1098,"O, let us hence, I stand on sudden haste.",1099
1099,"Wisely and slow, they stumble that run fast.",1100
1100,Where the devil should this Romeo be?,1101
1101,Came he not home to-night?,1102
1102,"Not to his father's, I spoke with his man.",1103
1103,"Ah, that same pale hard-hearted wench, that Rosaline.",1104
1104,"Torments him so, that he will sure run mad.",1105
1105,"Tybalt, the kinsman of old Capulet,",1106
1106,Hath sent a letter to his father's house.,1107
1107,"A challenge, on my life.",1108
1108,Romeo will answer it.,1109
1109,Any man that can write may answer a letter.,1110
1110,"Nay, he will answer the letter's master, how he",1111
1111,"dares, being dared.",1112
1112,"Alas poor Romeo! he is already dead, stabbed with a",1113
1113,"white wench's black eye, shot through the ear with a",1114
1114,"love-song, the very pin of his heart cleft with the",1115
1115,blind bow-boy's butt-shaft: and is he a man to,1116
1116,encounter Tybalt?,1117
1117,"Why, what is Tybalt?",1118
1118,"More than prince of cats, I can tell you. O, he is",1119
1119,the courageous captain of compliments. He fights as,1120
1120,"you sing prick-song, keeps time, distance, and",1121
1121,"proportion, rests me his minim rest, one, two, and",1122
1122,the third in your bosom: the very butcher of a silk,1123
1123,"button, a duellist, a duellist, a gentleman of the",1124
1124,"very first house, of the first and second cause:",1125
1125,"ah, the immortal passado! the punto reverso! the",1126
1126,hai!,1127
1127,The what?,1128
1128,"The pox of such antic, lisping, affecting",1129
1129,"fantasticoes, these new tuners of accents! 'By Jesu,",1130
1130,a very good blade! a very tall man! a very good,1131
1131,"whore!' Why, is not this a lamentable thing,",1132
1132,"grandsire, that we should be thus afflicted with",1133
1133,"these strange flies, these fashion-mongers, these",1134
1134,"perdona-mi's, who stand so much on the new form,",1135
1135,"that they cannot at ease on the old bench? O, their",1136
1136,"bones, their bones!",1137
1137,"Here comes Romeo, here comes Romeo.",1138
1138,"Without his roe, like a dried herring: flesh, flesh,",1139
1139,how art thou fishified! Now is he for the numbers,1140
1140,that Petrarch flowed in: Laura to his lady was but a,1141
1141,"kitchen-wench, marry, she had a better love to",1142
1142,"be-rhyme her, Dido a dowdy, Cleopatra a gipsy,",1143
1143,"Helen and Hero hildings and harlots, Thisbe a grey",1144
1144,"eye or so, but not to the purpose. Signior",1145
1145,"Romeo, bon jour! there's a French salutation",1146
1146,to your French slop. You gave us the counterfeit,1147
1147,fairly last night.,1148
1148,Good morrow to you both. What counterfeit did I give you?,1149
1149,"The ship, sir, the slip, can you not conceive?",1150
1150,"Pardon, good Mercutio, my business was great, and in",1151
1151,such a case as mine a man may strain courtesy.,1152
1152,"That's as much as to say, such a case as yours",1153
1153,constrains a man to bow in the hams.,1154
1154,"Meaning, to court'sy.",1155
1155,Thou hast most kindly hit it.,1156
1156,A most courteous exposition.,1157
1157,"Nay, I am the very pink of courtesy.",1158
1158,Pink for flower.,1159
1159,Right.,1160
1160,"Why, then is my pump well flowered.",1161
1161,Well said: follow me this jest now till thou hast,1162
1162,"worn out thy pump, that when the single sole of it",1163
1163,"is worn, the jest may remain after the wearing sole singular.",1164
1164,"O single-soled jest, solely singular for the",1165
1165,singleness.,1166
1166,"Come between us, good Benvolio, my wits faint.",1167
1167,"Switch and spurs, switch and spurs, or I'll cry a match.",1168
1168,"Nay, if thy wits run the wild-goose chase, I have",1169
1169,"done, for thou hast more of the wild-goose in one of",1170
1170,"thy wits than, I am sure, I have in my whole five:",1171
1171,was I with you there for the goose?,1172
1172,Thou wast never with me for any thing when thou wast,1173
1173,not there for the goose.,1174
1174,I will bite thee by the ear for that jest.,1175
1175,"Nay, good goose, bite not.",1176
1176,"Thy wit is a very bitter sweeting, it is a most",1177
1177,sharp sauce.,1178
1178,And is it not well served in to a sweet goose?,1179
1179,"O here's a wit of cheveril, that stretches from an",1180
1180,inch narrow to an ell broad!,1181
1181,"I stretch it out for that word 'broad,' which added",1182
1182,"to the goose, proves thee far and wide a broad goose.",1183
1183,"Why, is not this better now than groaning for love?",1184
1184,"now art thou sociable, now art thou Romeo, now art",1185
1185,"thou what thou art, by art as well as by nature:",1186
1186,"for this drivelling love is like a great natural,",1187
1187,that runs lolling up and down to hide his bauble in a hole.,1188
1188,"Stop there, stop there.",1189
1189,Thou desirest me to stop in my tale against the hair.,1190
1190,Thou wouldst else have made thy tale large.,1191
1191,"O, thou art deceived, I would have made it short:",1192
1192,"for I was come to the whole depth of my tale, and",1193
1193,"meant, indeed, to occupy the argument no longer.",1194
1194,Here's goodly gear!,1195
1195,"A sail, a sail!",1196
1196,"Two, two, a shirt and a smock.",1197
1197,Peter!,1198
1198,Anon!,1199
1199,"My fan, Peter.",1200
1200,"Good Peter, to hide her face, for her fan's the",1201
1201,fairer face.,1202
1202,"God ye good morrow, gentlemen.",1203
1203,"God ye good den, fair gentlewoman.",1204
1204,Is it good den?,1205
1205,"'Tis no less, I tell you, for the bawdy hand of the",1206
1206,dial is now upon the prick of noon.,1207
1207,Out upon you! what a man are you!,1208
1208,"One, gentlewoman, that God hath made for himself to",1209
1209,mar.,1210
1210,"By my troth, it is well said, 'for himself to mar,'",1211
1211,"quoth a'? Gentlemen, can any of you tell me where I",1212
1212,may find the young Romeo?,1213
1213,"I can tell you, but young Romeo will be older when",1214
1214,you have found him than he was when you sought him:,1215
1215,"I am the youngest of that name, for fault of a worse.",1216
1216,You say well.,1217
1217,"Yea, is the worst well? very well took, i' faith,",1218
1218,"wisely, wisely.",1219
1219,"if you be he, sir, I desire some confidence with",1220
1220,you.,1221
1221,She will indite him to some supper.,1222
1222,"A bawd, a bawd, a bawd! so ho!",1223
1223,What hast thou found?,1224
1224,"No hare, sir, unless a hare, sir, in a lenten pie,",1225
1225,that is something stale and hoar ere it be spent.,1226
1226,"An old hare hoar,",1227
1227,"And an old hare hoar,",1228
1228,Is very good meat in lent,1229
1229,But a hare that is hoar,1230
1230,"Is too much for a score,",1231
1231,When it hoars ere it be spent.,1232
1232,"Romeo, will you come to your father's? we'll",1233
1233,"to dinner, thither.",1234
1234,I will follow you.,1235
1235,"Farewell, ancient lady, farewell,",1236
1236,"'lady, lady, lady.'",1237
1237,"Marry, farewell! I pray you, sir, what saucy",1238
1238,"merchant was this, that was so full of his ropery?",1239
1239,"A gentleman, nurse, that loves to hear himself talk,",1240
1240,and will speak more in a minute than he will stand,1241
1241,to in a month.,1242
1242,"An a' speak any thing against me, I'll take him",1243
1243,"down, an a' were lustier than he is, and twenty such",1244
1244,"Jacks, and if I cannot, I'll find those that shall.",1245
1245,"Scurvy knave! I am none of his flirt-gills, I am",1246
1246,none of his skains-mates. And thou must stand by,1247
1247,"too, and suffer every knave to use me at his pleasure?",1248
1248,"I saw no man use you a pleasure, if I had, my weapon",1249
1249,"should quickly have been out, I warrant you: I dare",1250
1250,"draw as soon as another man, if I see occasion in a",1251
1251,"good quarrel, and the law on my side.",1252
1252,"Now, afore God, I am so vexed, that every part about",1253
1253,"me quivers. Scurvy knave! Pray you, sir, a word:",1254
1254,"and as I told you, my young lady bade me inquire you",1255
1255,"out, what she bade me say, I will keep to myself:",1256
1256,"but first let me tell ye, if ye should lead her into",1257
1257,"a fool's paradise, as they say, it were a very gross",1258
1258,"kind of behavior, as they say: for the gentlewoman",1259
1259,"is young, and, therefore, if you should deal double",1260
1260,"with her, truly it were an ill thing to be offered",1261
1261,"to any gentlewoman, and very weak dealing.",1262
1262,"Nurse, commend me to thy lady and mistress. I",1263
1263,protest unto thee--,1264
1264,"Good heart, and, i' faith, I will tell her as much:",1265
1265,"Lord, Lord, she will be a joyful woman.",1266
1266,"What wilt thou tell her, nurse? thou dost not mark me.",1267
1267,"I will tell her, sir, that you do protest, which, as",1268
1268,"I take it, is a gentlemanlike offer.",1269
1269,Bid her devise,1270
1270,"Some means to come to shrift this afternoon,",1271
1271,And there she shall at Friar Laurence' cell,1272
1272,Be shrived and married. Here is for thy pains.,1273
1273,"No truly sir, not a penny.",1274
1274,"Go to, I say you shall.",1275
1275,"This afternoon, sir? well, she shall be there.",1276
1276,"And stay, good nurse, behind the abbey wall:",1277
1277,Within this hour my man shall be with thee,1278
1278,"And bring thee cords made like a tackled stair,",1279
1279,Which to the high top-gallant of my joy,1280
1280,Must be my convoy in the secret night.,1281
1281,"Farewell, be trusty, and I'll quit thy pains:",1282
1282,"Farewell, commend me to thy mistress.",1283
1283,"Now God in heaven bless thee! Hark you, sir.",1284
1284,"What say'st thou, my dear nurse?",1285
1285,"Is your man secret? Did you ne'er hear say,",1286
1286,"Two may keep counsel, putting one away?",1287
1287,"I warrant thee, my man's as true as steel.",1288
1288,"Well, sir, my mistress is the sweetest lady--Lord,",1289
1289,"Lord! when 'twas a little prating thing:--O, there",1290
1290,"is a nobleman in town, one Paris, that would fain",1291
1291,"lay knife aboard, but she, good soul, had as lief",1292
1292,"see a toad, a very toad, as see him. I anger her",1293
1293,sometimes and tell her that Paris is the properer,1294
1294,"man, but, I'll warrant you, when I say so, she looks",1295
1295,as pale as any clout in the versal world. Doth not,1296
1296,rosemary and Romeo begin both with a letter?,1297
1297,"Ay, nurse, what of that? both with an R.",1298
1298,"Ah. mocker! that's the dog's name, R is for",1299
1299,"the--No, I know it begins with some other",1300
1300,letter:--and she hath the prettiest sententious of,1301
1301,"it, of you and rosemary, that it would do you good",1302
1302,to hear it.,1303
1303,Commend me to thy lady.,1304
1304,"Ay, a thousand times.",1305
1305,Peter!,1306
1306,Anon!,1307
1307,"Peter, take my fan, and go before and apace.",1308
1308,"The clock struck nine when I did send the nurse,",1309
1309,In half an hour she promised to return.,1310
1310,Perchance she cannot meet him: that's not so.,1311
1311,"O, she is lame! love's heralds should be thoughts,",1312
1312,"Which ten times faster glide than the sun's beams,",1313
1313,Driving back shadows over louring hills:,1314
1314,"Therefore do nimble-pinion'd doves draw love,",1315
1315,And therefore hath the wind-swift Cupid wings.,1316
1316,Now is the sun upon the highmost hill,1317
1317,"Of this day's journey, and from nine till twelve",1318
1318,"Is three long hours, yet she is not come.",1319
1319,"Had she affections and warm youthful blood,",1320
1320,"She would be as swift in motion as a ball,",1321
1321,"My words would bandy her to my sweet love,",1322
1322,And his to me:,1323
1323,"But old folks, many feign as they were dead,",1324
1324,"Unwieldy, slow, heavy and pale as lead.",1325
1325,"O God, she comes!",1326
1326,"O honey nurse, what news?",1327
1327,Hast thou met with him? Send thy man away.,1328
1328,"Peter, stay at the gate.",1329
1329,"Now, good sweet nurse,--O Lord, why look'st thou sad?",1330
1330,"Though news be sad, yet tell them merrily,",1331
1331,"If good, thou shamest the music of sweet news",1332
1332,By playing it to me with so sour a face.,1333
1333,"I am a-weary, give me leave awhile:",1334
1334,"Fie, how my bones ache! what a jaunt have I had!",1335
1335,"I would thou hadst my bones, and I thy news:",1336
1336,"Nay, come, I pray thee, speak, good, good nurse, speak.",1337
1337,"Jesu, what haste? can you not stay awhile?",1338
1338,Do you not see that I am out of breath?,1339
1339,"How art thou out of breath, when thou hast breath",1340
1340,To say to me that thou art out of breath?,1341
1341,The excuse that thou dost make in this delay,1342
